mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#louvain	D#infomap	cD#class
872	java.nio.DirectLongBufferRS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
873	java.nio.DirectLongBufferRU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
874	java.nio.DirectLongBufferS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
875	java.nio.DirectLongBufferU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
876	java.nio.DirectShortBufferRS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
877	java.nio.DirectShortBufferRU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
878	java.nio.DirectShortBufferS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
879	java.nio.DirectShortBufferU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
880	java.nio.DoubleBuffer	0.014521	0.001057	0.480038	0.000022	0.458874	4	6	27
881	java.nio.FloatBuffer	0.014521	0.001057	0.480038	0.000022	0.458874	4	6	27
882	java.nio.HeapByteBuffer	0.008581	0.000625	0.478976	0.000001	0.794872	4	6	27
883	java.nio.HeapByteBufferR	0.008581	0.000625	0.478976	0.000001	0.794872	4	6	27
884	java.nio.HeapCharBuffer	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
885	java.nio.HeapCharBufferR	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
886	java.nio.HeapDoubleBuffer	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
887	java.nio.HeapDoubleBufferR	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
888	java.nio.HeapFloatBuffer	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
889	java.nio.HeapFloatBufferR	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
890	java.nio.HeapIntBuffer	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
891	java.nio.HeapIntBufferR	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
892	java.nio.HeapLongBuffer	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
893	java.nio.HeapLongBufferR	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
894	java.nio.HeapShortBuffer	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
895	java.nio.HeapShortBufferR	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
896	java.nio.IntBuffer	0.014521	0.001057	0.480038	0.000022	0.458874	4	6	27
897	java.nio.InvalidMarkException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	27
898	java.nio.LongBuffer	0.014521	0.001057	0.480038	0.000022	0.458874	4	6	27
899	java.nio.MappedByteBuffer	0.009901	0.000712	0.479279	0.000003	0.752381	4	6	27
900	java.nio.ReadOnlyBufferException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	27
901	java.nio.ShortBuffer	0.014521	0.001057	0.480038	0.000022	0.458874	4	6	27
902	java.nio.StringCharBuffer	0.005281	0.000420	0.477466	0.000036	0.642857	4	8	27
903	java.nio.channels.AlreadyConnectedException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
904	java.nio.channels.AsynchronousCloseException	0.005281	0.000424	0.477466	0.000000	0.928571	1	1	28
905	java.nio.channels.ByteChannel	0.003960	0.000384	0.327285	0.000003	0.466667	9	20	28
906	java.nio.channels.CancelledKeyException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
907	java.nio.channels.Channel	0.005281	0.000537	0.326649	0.000030	0.107143	9	20	28
908	java.nio.channels.Channels	0.007261	0.000581	0.479279	0.000759	0.381818	9	8	28
909	java.nio.channels.ClosedByInterruptException	0.004620	0.000378	0.477316	0.000000	0.952381	1	1	28
910	java.nio.channels.ClosedChannelException	0.005281	0.000418	0.477466	0.000000	0.928571	1	1	28
911	java.nio.channels.ClosedSelectorException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
912	java.nio.channels.ConnectionPendingException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
913	java.nio.channels.DatagramChannel	0.011221	0.000883	0.479279	0.000969	0.428571	9	17	28
914	java.nio.channels.FileChannel	0.011881	0.000989	0.479734	0.001706	0.308824	9	20	28
915	java.nio.channels.FileLock	0.003300	0.000314	0.477316	0.000000	1.000000	9	20	28
916	java.nio.channels.FileLockInterruptionException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	28
917	java.nio.channels.GatheringByteChannel	0.003300	0.000330	0.327143	0.000002	0.500000	9	20	28
918	java.nio.channels.IllegalBlockingModeException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
919	java.nio.channels.IllegalSelectorException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
920	java.nio.channels.InterruptibleChannel	0.001320	0.000212	0.323995	0.000000	1.000000	9	20	28
921	java.nio.channels.NoConnectionPendingException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
922	java.nio.channels.NonReadableChannelException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
923	java.nio.channels.NonWritableChannelException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
924	java.nio.channels.NotYetBoundException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
925	java.nio.channels.NotYetConnectedException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
926	java.nio.channels.OverlappingFileLockException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
927	java.nio.channels.Pipe	0.002640	0.000265	0.476715	0.000000	1.000000	9	0	28
928	java.nio.channels.ReadableByteChannel	0.004620	0.000442	0.328349	0.000017	0.238095	9	20	28
929	java.nio.channels.ScatteringByteChannel	0.003300	0.000328	0.327214	0.000002	0.500000	9	20	28
930	java.nio.channels.SelectableChannel	0.009241	0.000738	0.479127	0.000315	0.666667	9	17	28
931	java.nio.channels.SelectionKey	0.007261	0.000581	0.478069	0.000001	0.866667	9	17	28
932	java.nio.channels.Selector	0.008581	0.000662	0.478522	0.000008	0.679487	9	17	28
933	java.nio.channels.ServerSocketChannel	0.007921	0.000627	0.478371	0.000002	0.844444	9	17	28
934	java.nio.channels.SocketChannel	0.011221	0.000874	0.479279	0.000968	0.457143	9	17	28
935	java.nio.channels.UnresolvedAddressException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
936	java.nio.channels.UnsupportedAddressTypeException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	28
937	java.nio.channels.WritableByteChannel	0.003960	0.000399	0.327143	0.000008	0.333333	9	20	28
938	java.nio.channels.spi.AbstractInterruptibleChannel	0.004620	0.000459	0.478220	0.001612	0.523810	9	20	29
939	java.nio.channels.spi.AbstractSelectableChannel	0.006601	0.000530	0.478069	0.000000	0.933333	9	17	29
940	java.nio.channels.spi.AbstractSelectionKey	0.003960	0.000354	0.477015	0.000000	1.000000	9	17	29
941	java.nio.channels.spi.AbstractSelector	0.004620	0.000385	0.477015	0.000001	0.800000	9	17	29
942	java.nio.channels.spi.SelectorProvider	0.010561	0.000825	0.478976	0.000315	0.636364	9	17	29
943	java.nio.charset.CharacterCodingException	0.005941	0.000465	0.477617	0.000000	0.888889	1	1	30
944	java.nio.charset.Charset	0.011221	0.000808	0.479279	0.000024	0.461538	4	8	30
945	java.nio.charset.CharsetDecoder	0.007261	0.000577	0.478522	0.000004	0.644444	4	8	30
946	java.nio.charset.CharsetEncoder	0.007921	0.000615	0.478673	0.000008	0.563636	4	8	30
947	java.nio.charset.CoderMalfunctionError	0.005281	0.000414	0.477767	0.000000	0.928571	1	1	30
948	java.nio.charset.CoderResult	0.003300	0.000309	0.476715	0.000000	0.900000	4	8	30
949	java.nio.charset.CodingErrorAction	0.003300	0.000309	0.476715	0.000000	0.900000	4	8	30
950	java.nio.charset.IllegalCharsetNameException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	30
951	java.nio.charset.MalformedInputException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	30
952	java.nio.charset.UnmappableCharacterException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	30
953	java.nio.charset.UnsupportedCharsetException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	30
954	java.nio.charset.spi.CharsetProvider	0.003300	0.000299	0.476865	0.000001	0.700000	4	0	31
955	java.rmi.AccessException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
956	java.rmi.AlreadyBoundException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	32
957	java.rmi.ConnectException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
958	java.rmi.ConnectIOException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
959	java.rmi.MarshalException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
960	java.rmi.MarshalledObject	0.007921	0.000661	0.478976	0.001346	0.439394	7	10	32
961	java.rmi.Naming	0.002640	0.000271	0.477767	0.000191	0.500000	7	0	32
962	java.rmi.NoSuchObjectException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	32
963	java.rmi.NotBoundException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	32
964	java.rmi.RMISecurityException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	32
965	java.rmi.RMISecurityManager	0.005941	0.000488	0.477617	0.000002	0.750000	3	22	32
966	java.rmi.Remote	0.012541	0.001129	0.327709	0.001148	0.187135	7	10	32
967	java.rmi.RemoteException	0.015182	0.001078	0.479734	0.000016	0.458498	1	1	32
968	java.rmi.ServerError	0.005281	0.000414	0.477466	0.000000	0.928571	1	1	32
969	java.rmi.ServerException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
970	java.rmi.ServerRuntimeException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
971	java.rmi.StubNotFoundException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
972	java.rmi.UnexpectedException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
973	java.rmi.UnknownHostException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
974	java.rmi.UnmarshalException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	32
975	java.rmi.activation.Activatable	0.008581	0.000688	0.480190	0.000450	0.410256	7	10	33
976	java.rmi.activation.ActivateFailedException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	33
977	java.rmi.activation.ActivationDesc	0.007261	0.000594	0.478824	0.000516	0.581818	7	10	33
978	java.rmi.activation.ActivationException	0.005941	0.000464	0.477918	0.000001	0.888889	1	1	33
979	java.rmi.activation.ActivationGroup	0.011881	0.000934	0.480952	0.001013	0.379085	7	10	33
980	java.rmi.activation.ActivationGroupDesc	0.005281	0.000439	0.478371	0.000260	0.607143	7	10	33
981	java.rmi.activation.ActivationGroupID	0.005941	0.000510	0.478220	0.000689	0.571429	7	10	33
982	java.rmi.activation.ActivationGroup_Stub	0.006601	0.000556	0.478976	0.000444	0.577778	7	10	33
983	java.rmi.activation.ActivationID	0.008581	0.000732	0.479279	0.001799	0.393939	7	10	33
984	java.rmi.activation.ActivationInstantiator	0.004620	0.000433	0.326157	0.000001	0.666667	7	10	33
985	java.rmi.activation.ActivationMonitor	0.003300	0.000344	0.325456	0.000002	0.400000	7	10	33
986	java.rmi.activation.ActivationSystem	0.005941	0.000541	0.326298	0.000005	0.500000	7	10	33
987	java.rmi.activation.Activator	0.002640	0.000292	0.325247	0.000000	0.333333	7	10	33
988	java.rmi.activation.UnknownGroupException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	33
989	java.rmi.activation.UnknownObjectException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	33
990	java.rmi.dgc.DGC	0.001980	0.000259	0.325177	0.000004	0.333333	0	45	34
991	java.rmi.dgc.Lease	0.003960	0.000387	0.477466	0.000648	0.666667	0	45	34
992	java.rmi.dgc.VMID	0.003960	0.000387	0.477466	0.000648	0.666667	0	45	34
993	java.rmi.registry.LocateRegistry	0.003960	0.000400	0.477316	0.000221	0.333333	7	10	35
994	java.rmi.registry.Registry	0.002640	0.000337	0.470351	0.000073	0.333333	7	10	35
995	java.rmi.registry.RegistryHandler	0.001320	0.000211	0.469040	0.000000	1.000000	7	10	35
996	java.rmi.server.ExportException	0.005941	0.000456	0.477918	0.000000	0.916667	1	1	36
997	java.rmi.server.LoaderHandler	0.003300	0.000302	0.476715	0.000000	1.000000	6	0	36
998	java.rmi.server.LogStream	0.005281	0.000414	0.477918	0.000037	0.642857	4	8	36
999	java.rmi.server.ObjID	0.003960	0.000358	0.477316	0.000002	0.600000	7	10	36
1000	java.rmi.server.Operation	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	36
1001	java.rmi.server.RMIClassLoader	0.003960	0.000355	0.476865	0.000000	0.933333	6	22	36
1002	java.rmi.server.RMIClassLoaderSpi	0.003300	0.000313	0.476715	0.000000	1.000000	6	22	36
1003	java.rmi.server.RMIClientSocketFactory	0.004620	0.000430	0.470497	0.000004	0.380952	7	10	36
1004	java.rmi.server.RMIFailureHandler	0.001320	0.000192	0.328206	0.000000	0.000000	9	17	36
1005	java.rmi.server.RMIServerSocketFactory	0.003960	0.000392	0.326157	0.000004	0.133333	7	10	36
1006	java.rmi.server.RMISocketFactory	0.005281	0.000504	0.477617	0.000808	0.464286	9	17	36
1007	java.rmi.server.RemoteCall	0.003300	0.000385	0.325456	0.000250	0.500000	7	10	36
1008	java.rmi.server.RemoteObject	0.007261	0.000591	0.478976	0.000203	0.622222	7	10	36
1009	java.rmi.server.RemoteObjectInvocationHandler	0.005281	0.000469	0.478673	0.000205	0.607143	7	10	36
1010	java.rmi.server.RemoteRef	0.011881	0.000962	0.480038	0.000704	0.397059	7	10	36
1011	java.rmi.server.RemoteServer	0.006601	0.000531	0.479734	0.000211	0.711111	7	10	36
1012	java.rmi.server.RemoteStub	0.006601	0.000549	0.479127	0.000193	0.711111	7	10	36
1013	java.rmi.server.ServerCloneException	0.005281	0.000417	0.477767	0.000000	0.964286	1	1	36
1014	java.rmi.server.ServerNotActiveException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	36
1015	java.rmi.server.ServerRef	0.006601	0.000582	0.478824	0.000524	0.555556	7	10	36
1016	java.rmi.server.Skeleton	0.001320	0.000215	0.247428	0.000002	0.000000	7	10	36
1017	java.rmi.server.SkeletonMismatchException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	36
1018	java.rmi.server.SkeletonNotFoundException	0.005281	0.000412	0.477767	0.000000	0.928571	1	1	36
1019	java.rmi.server.SocketSecurityException	0.005281	0.000416	0.477767	0.000000	0.964286	1	1	36
1020	java.rmi.server.UID	0.003960	0.000376	0.477015	0.000012	0.466667	0	43	36
1021	java.rmi.server.UnicastRemoteObject	0.007921	0.000639	0.480038	0.000444	0.545455	7	10	36
1022	java.security.AccessControlContext	0.003960	0.000458	0.477015	0.001320	0.666667	0	34	37
1023	java.security.AccessControlException	0.005281	0.000419	0.477466	0.000001	0.821429	1	1	37
1024	java.security.AccessController	0.004620	0.000458	0.477165	0.000023	0.571429	0	34	37
1025	java.security.AlgorithmParameterGenerator	0.004620	0.000414	0.477316	0.000118	0.714286	8	26	37
1026	java.security.AlgorithmParameterGeneratorSpi	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	37
1027	java.security.AlgorithmParameters	0.004620	0.000409	0.477165	0.000117	0.761905	8	26	37
1028	java.security.AlgorithmParametersSpi	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	37
1029	java.security.AllPermission	0.003300	0.000305	0.476715	0.000000	1.000000	0	11	37
1030	java.security.AllPermissionCollection	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	37
1031	java.security.AuthProvider	0.009241	0.000647	0.479127	0.000012	0.483516	3	4	37
1032	java.security.BasicPermission	0.010561	0.000839	0.478673	0.000010	0.533333	0	11	37
1033	java.security.BasicPermissionCollection	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	37
1034	java.security.Certificate	0.005281	0.000459	0.470351	0.000005	0.535714	8	18	37
1035	java.security.CodeSigner	0.003960	0.000350	0.477015	0.000000	0.933333	0	9	37
1036	java.security.CodeSource	0.005941	0.000480	0.477466	0.000002	0.666667	0	11	37
1037	java.security.DigestException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1038	java.security.DigestInputStream	0.003960	0.000357	0.477165	0.000000	0.866667	0	5	37
1039	java.security.DigestOutputStream	0.003960	0.000358	0.477316	0.000001	0.866667	0	5	37
1040	java.security.DomainCombiner	0.000660	0.000164	0.323028	0.000000	0.000000	0	34	37
1041	java.security.GeneralSecurityException	0.014521	0.001049	0.479886	0.000017	0.476190	1	1	37
1042	java.security.Guard	0.001980	0.000237	0.465009	0.000000	0.666667	0	11	37
1043	java.security.GuardedObject	0.003300	0.000326	0.476865	0.000013	0.600000	0	0	37
1044	java.security.Identity	0.006601	0.000546	0.477617	0.000010	0.638889	8	18	37
1045	java.security.IdentityScope	0.006601	0.000548	0.477466	0.000012	0.611111	8	18	37
1046	java.security.InvalidAlgorithmParameterException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1047	java.security.InvalidKeyException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	37
1048	java.security.InvalidParameterException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1049	java.security.Key	0.004620	0.000415	0.469913	0.000004	0.380952	8	18	37
1050	java.security.KeyException	0.005941	0.000465	0.477617	0.000000	0.888889	1	1	37
1051	java.security.KeyFactory	0.005281	0.000467	0.477316	0.000181	0.392857	8	18	37
1052	java.security.KeyFactorySpi	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	37
1053	java.security.KeyManagementException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	37
1054	java.security.KeyPair	0.005941	0.000507	0.477617	0.000011	0.527778	8	18	37
1055	java.security.KeyPairGenerator	0.005281	0.000463	0.477466	0.000119	0.678571	8	26	37
1056	java.security.KeyPairGeneratorSpi	0.004620	0.000422	0.477316	0.000118	0.714286	8	26	37
1057	java.security.KeyRep	0.002640	0.000259	0.476715	0.000000	0.833333	0	0	37
1058	java.security.KeyStore	0.007921	0.000600	0.478522	0.000016	0.484848	3	9	37
1059	java.security.KeyStoreException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1060	java.security.KeyStoreSpi	0.005941	0.000475	0.478069	0.000011	0.472222	6	9	37
1061	java.security.MessageDigest	0.005281	0.000459	0.477918	0.000003	0.642857	0	5	37
1062	java.security.MessageDigestSpi	0.002640	0.000269	0.476565	0.000000	1.000000	0	0	37
1063	java.security.NoSuchAlgorithmException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1064	java.security.NoSuchProviderException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1065	java.security.Permission	0.027063	0.002053	0.482484	0.000149	0.210256	0	11	37
1066	java.security.PermissionCollection	0.021122	0.001588	0.480952	0.000060	0.303226	0	11	37
1067	java.security.Permissions	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	37
1068	java.security.PermissionsEnumerator	0.003300	0.000304	0.476715	0.000001	0.700000	0	11	37
1069	java.security.PermissionsHash	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	37
1070	java.security.Policy	0.005281	0.000436	0.477165	0.000001	0.785714	0	11	37
1071	java.security.PolicySpi	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	37
1072	java.security.Principal	0.007921	0.000717	0.477165	0.000895	0.348485	8	18	37
1073	java.security.PrivateKey	0.006601	0.000629	0.470789	0.000016	0.266667	8	18	37
1074	java.security.PrivilegedAction	0.002640	0.000307	0.465295	0.000001	0.500000	0	34	37
1075	java.security.PrivilegedActionException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	37
1076	java.security.PrivilegedExceptionAction	0.002640	0.000307	0.465295	0.000001	0.500000	0	34	37
1077	java.security.ProtectionDomain	0.006601	0.000533	0.477316	0.000005	0.694444	0	11	37
1078	java.security.Provider	0.019142	0.001356	0.481870	0.000093	0.275862	3	26	37
1079	java.security.ProviderException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	37
1080	java.security.PublicKey	0.013201	0.001090	0.473290	0.000060	0.200000	8	18	37
1081	java.security.SecureClassLoader	0.005281	0.000427	0.477466	0.000001	0.857143	6	5	37
1082	java.security.SecureRandom	0.006601	0.000601	0.477918	0.001308	0.555556	8	26	37
1083	java.security.SecureRandomSpi	0.002640	0.000259	0.476715	0.000000	0.833333	0	0	37
1084	java.security.Security	0.003960	0.000332	0.477015	0.000002	0.733333	3	4	37
1085	java.security.SecurityPermission	0.003960	0.000350	0.476865	0.000000	1.000000	0	11	37
1086	java.security.Signature	0.008581	0.000702	0.478976	0.000150	0.410256	8	26	37
1087	java.security.SignatureException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	37
1088	java.security.SignatureSpi	0.002640	0.000267	0.476715	0.000000	1.000000	8	0	37
1089	java.security.SignedObject	0.004620	0.000405	0.477316	0.000008	0.571429	8	18	37
1090	java.security.Signer	0.005941	0.000510	0.477316	0.000013	0.638889	8	18	37
1091	java.security.Timestamp	0.004620	0.000392	0.477466	0.000001	0.857143	0	9	37
1092	java.security.URIParameter	0.002640	0.000268	0.477015	0.000000	1.000000	3	24	37
1093	java.security.UnrecoverableEntryException	0.005281	0.000420	0.477466	0.000000	0.928571	1	1	37
1094	java.security.UnrecoverableKeyException	0.004620	0.000378	0.477316	0.000000	0.952381	1	1	37
1095	java.security.UnresolvedPermission	0.003960	0.000344	0.477015	0.000000	0.933333	0	11	37
1096	java.security.UnresolvedPermissionCollection	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	37
1097	java.security.acl.Acl	0.003960	0.000436	0.469767	0.000443	0.466667	8	18	38
1098	java.security.acl.AclEntry	0.004620	0.000434	0.476415	0.000020	0.476190	8	18	38
1099	java.security.acl.AclNotFoundException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	38
1100	java.security.acl.Group	0.002640	0.000271	0.475817	0.000001	0.666667	8	18	38
1101	java.security.acl.LastOwnerException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	38
1102	java.security.acl.NotOwnerException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	38
1103	java.security.acl.Owner	0.001320	0.000212	0.323303	0.000000	1.000000	8	18	38
1104	java.security.acl.Permission	0.002640	0.000295	0.475966	0.000004	0.833333	8	18	38
1105	java.security.cert.CRL	0.005941	0.000490	0.477466	0.000011	0.638889	3	9	39
1106	java.security.cert.CRLException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	39
1107	java.security.cert.CRLSelector	0.003960	0.000365	0.465438	0.000008	0.333333	3	9	39
1108	java.security.cert.CertPath	0.009901	0.000768	0.478824	0.000030	0.390476	3	9	39
1109	java.security.cert.CertPathBuilder	0.003960	0.000366	0.477015	0.000017	0.533333	3	9	39
1110	java.security.cert.CertPathBuilderException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	39
1111	java.security.cert.CertPathBuilderResult	0.003960	0.000377	0.465867	0.000009	0.333333	3	9	39
1112	java.security.cert.CertPathBuilderSpi	0.003300	0.000326	0.476865	0.000016	0.500000	3	9	39
1113	java.security.cert.CertPathHelperImpl	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	39
1114	java.security.cert.CertPathParameters	0.004620	0.000431	0.465581	0.000009	0.238095	3	9	39
1115	java.security.cert.CertPathValidator	0.004620	0.000412	0.477165	0.000019	0.523810	3	9	39
1116	java.security.cert.CertPathValidatorException	0.005281	0.000417	0.477466	0.000001	0.821429	1	1	39
1117	java.security.cert.CertPathValidatorResult	0.003300	0.000331	0.465581	0.000007	0.300000	3	9	39
1118	java.security.cert.CertPathValidatorSpi	0.003960	0.000373	0.477015	0.000018	0.533333	3	9	39
1119	java.security.cert.CertSelector	0.005281	0.000444	0.466010	0.000009	0.357143	3	9	39
1120	java.security.cert.CertStore	0.006601	0.000538	0.477767	0.000030	0.444444	3	9	39
1121	java.security.cert.CertStoreException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	39
1122	java.security.cert.CertStoreParameters	0.003960	0.000385	0.465438	0.000008	0.266667	3	9	39
1123	java.security.cert.CertStoreSpi	0.004620	0.000412	0.477316	0.000026	0.333333	3	9	39
1124	java.security.cert.Certificate	0.010561	0.000790	0.478824	0.000026	0.391667	3	9	39
1125	java.security.cert.CertificateEncodingException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	39
1126	java.security.cert.CertificateException	0.007261	0.000557	0.477918	0.000001	0.800000	1	1	39
1127	java.security.cert.CertificateExpiredException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	39
1128	java.security.cert.CertificateFactory	0.007261	0.000547	0.478220	0.000008	0.527273	3	9	39
1129	java.security.cert.CertificateFactorySpi	0.006601	0.000507	0.478069	0.000007	0.533333	3	9	39
1130	java.security.cert.CertificateNotYetValidException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	39
1131	java.security.cert.CertificateParsingException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	39
1132	java.security.cert.CollectionCertStoreParameters	0.003300	0.000313	0.477015	0.000010	0.500000	3	0	39
1133	java.security.cert.LDAPCertStoreParameters	0.002640	0.000275	0.476715	0.000009	0.666667	3	0	39
1134	java.security.cert.PKIXBuilderParameters	0.007261	0.000555	0.478069	0.000013	0.563636	3	9	39
1135	java.security.cert.PKIXCertPathBuilderResult	0.005941	0.000517	0.477466	0.000019	0.555556	3	18	39
1136	java.security.cert.PKIXCertPathChecker	0.005941	0.000458	0.477617	0.000019	0.500000	3	9	39
1137	java.security.cert.PKIXCertPathValidatorResult	0.005281	0.000474	0.477316	0.000019	0.571429	3	18	39
1138	java.security.cert.PKIXParameters	0.007921	0.000607	0.478220	0.000024	0.484848	3	9	39
1139	java.security.cert.PolicyNode	0.003300	0.000310	0.472257	0.000003	0.400000	3	18	39
1140	java.security.cert.PolicyQualifierInfo	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	39
1141	java.security.cert.TrustAnchor	0.004620	0.000408	0.477015	0.000002	0.809524	3	18	39
1142	java.security.cert.X509CRL	0.008581	0.000669	0.478673	0.000020	0.512821	3	9	39
1143	java.security.cert.X509CRLEntry	0.005281	0.000439	0.477767	0.000007	0.678571	3	9	39
1144	java.security.cert.X509CRLSelector	0.005941	0.000487	0.478069	0.000015	0.583333	3	9	39
1145	java.security.cert.X509CertSelector	0.007261	0.000558	0.478371	0.000020	0.509091	3	9	39
1146	java.security.cert.X509Certificate	0.010561	0.000793	0.479430	0.000037	0.433333	3	9	39
1147	java.security.cert.X509Extension	0.003300	0.000306	0.470789	0.000001	0.800000	3	9	39
1148	java.security.interfaces.DSAKey	0.001980	0.000309	0.320161	0.000000	0.666667	8	12	40
1149	java.security.interfaces.DSAKeyPairGenerator	0.001320	0.000224	0.324064	0.000002	0.000000	8	26	40
1150	java.security.interfaces.DSAParams	0.003960	0.000522	0.326649	0.000031	0.333333	8	12	40
1151	java.security.interfaces.DSAPrivateKey	0.003300	0.000403	0.469767	0.000812	0.400000	8	12	40
1152	java.security.interfaces.DSAPublicKey	0.003300	0.000396	0.469767	0.000815	0.400000	8	12	40
1153	java.security.interfaces.ECKey	0.001980	0.000278	0.324064	0.000000	0.666667	8	12	40
1154	java.security.interfaces.ECPrivateKey	0.003300	0.000373	0.469767	0.000266	0.500000	8	12	40
1155	java.security.interfaces.ECPublicKey	0.003300	0.000371	0.469476	0.000263	0.500000	8	12	40
1156	java.security.interfaces.RSAKey	0.001980	0.000280	0.326157	0.000000	0.666667	8	12	40
1157	java.security.interfaces.RSAMultiPrimePrivateCrtKey	0.001980	0.000254	0.469186	0.000000	1.000000	8	12	40
1158	java.security.interfaces.RSAPrivateCrtKey	0.001980	0.000254	0.469186	0.000000	1.000000	8	12	40
